consumo_kwh,uso_horario_pico,quantidade_equipamentos,tipo_imovel,horas_alto_consumo,categoria,consumo_por_equipamento,intensidade_consumo,equipamentos_por_hora,uso_horario_pico_num
282,False,10,Apartamento,7,Eficiente,28.2,40.285714285714285,1.4285714285714286,0
140,True,11,Apartamento,6,Moderado,12.727272727272728,23.33333333333333,1.8333333333333333,1
393,True,15,Casa,9,Ineficiente,26.2,43.66666666666666,1.6666666666666667,1
240,True,17,Casa,7,Moderado,14.117647058823527,34.285714285714285,2.4285714285714284,1
410,True,14,Comércio,3,Ineficiente,29.285714285714285,136.66666666666666,4.666666666666667,1
607,False,8,Casa,11,Ineficiente,75.875,55.18181818181818,0.7272727272727273,0
417,False,7,Apartamento,11,Moderado,59.57142857142857,37.90909090909091,0.6363636363636364,0
685,True,14,Apartamento,5,Ineficiente,48.92857142857143,137.0,2.8,1
383,False,6,Comércio,9,Moderado,63.833333333333336,42.55555555555556,0.6666666666666666,0
582,False,4,Casa,11,Ineficiente,145.5,52.90909090909091,0.3636363636363636,0
417,True,4,Casa,10,Moderado,104.25,41.7,0.4,1
629,True,9,Apartamento,2,Ineficiente,69.88888888888889,314.5,4.5,1
354,False,7,Apartamento,1,Eficiente,50.57142857142857,354.0,7.0,0
243,False,9,Apartamento,11,Eficiente,27.0,22.09090909090909,0.8181818181818182,0
522,False,15,Apartamento,8,Ineficiente,34.8,65.25,1.875,0
398,False,13,Casa,8,Moderado,30.615384615384617,49.75,1.625,0
668,False,3,Apartamento,2,Moderado,222.66666666666663,334.0,1.5,0
583,True,3,Comércio,8,Ineficiente,194.33333333333331,72.875,0.375,1
466,True,7,Comércio,5,Ineficiente,66.57142857142857,93.2,1.4,1
682,True,4,Casa,2,Ineficiente,170.5,341.0,2.0,1
573,False,10,Casa,7,Ineficiente,57.3,81.85714285714286,1.4285714285714286,0
569,False,16,Apartamento,7,Ineficiente,35.5625,81.28571428571429,2.2857142857142856,0
152,False,17,Comércio,3,Eficiente,8.941176470588236,50.66666666666666,5.666666666666667,0
588,False,5,Apartamento,1,Moderado,117.6,588.0,5.0,0
469,False,3,Casa,11,Ineficiente,156.33333333333334,42.63636363636363,0.2727272727272727,0
698,False,15,Casa,4,Ineficiente,46.53333333333333,174.5,3.75,0
374,True,4,Apartamento,2,Moderado,93.5,187.0,2.0,1
448,False,12,Casa,4,Moderado,37.333333333333336,112.0,3.0,0
628,False,12,Apartamento,8,Ineficiente,52.333333333333336,78.5,1.5,0
647,True,9,Apartamento,2,Ineficiente,71.88888888888889,323.5,4.5,1
266,False,8,Apartamento,1,Eficiente,33.25,266.0,8.0,0
524,False,14,Casa,11,Ineficiente,37.42857142857143,47.63636363636363,1.2727272727272727,0
649,True,10,Comércio,3,Ineficiente,64.9,216.33333333333331,3.333333333333333,1
442,True,9,Casa,10,Moderado,49.11111111111112,44.2,0.9,1
202,False,16,Casa,7,Moderado,12.625,28.857142857142858,2.2857142857142856,0
267,False,12,Comércio,6,Eficiente,22.25,44.5,2.0,0
499,False,15,Apartamento,6,Ineficiente,33.266666666666666,83.16666666666667,2.5,0
331,True,10,Apartamento,7,Moderado,33.1,47.285714285714285,1.4285714285714286,1
698,True,5,Casa,8,Ineficiente,139.6,87.25,0.625,1
628,True,8,Casa,3,Ineficiente,78.5,209.33333333333331,2.6666666666666665,1
414,True,15,Casa,3,Moderado,27.6,138.0,5.0,1
171,True,9,Casa,10,Moderado,19.0,17.1,0.9,1
609,False,17,Apartamento,8,Ineficiente,35.8235294117647,76.125,2.125,0
142,True,12,Casa,7,Moderado,11.833333333333334,20.285714285714285,1.7142857142857142,1
591,True,13,Apartamento,10,Ineficiente,45.46153846153846,59.1,1.3,1
218,True,3,Casa,5,Eficiente,72.66666666666667,43.6,0.6,1
264,True,3,Casa,4,Eficiente,88.0,66.0,0.75,1
284,False,9,Comércio,6,Eficiente,31.55555555555556,47.333333333333336,1.5,0
293,False,15,Casa,9,Moderado,19.53333333333333,32.55555555555556,1.6666666666666667,0
335,False,13,Casa,6,Moderado,25.76923076923077,55.833333333333336,2.1666666666666665,0
214,True,15,Casa,8,Moderado,14.266666666666667,26.75,1.875,1
652,True,5,Casa,1,Ineficiente,130.4,652.0,5.0,1
167,True,5,Apartamento,6,Eficiente,33.4,27.83333333333333,0.8333333333333334,1
286,True,17,Casa,2,Moderado,16.823529411764707,143.0,8.5,1
208,False,7,Apartamento,3,Eficiente,29.714285714285715,69.33333333333333,2.333333333333333,0
82,True,17,Apartamento,6,Moderado,4.823529411764706,13.666666666666666,2.833333333333333,1
200,False,13,Apartamento,2,Eficiente,15.384615384615383,100.0,6.5,0
464,True,8,Casa,4,Ineficiente,58.0,116.0,2.0,1
693,False,4,Apartamento,6,Moderado,173.25,115.5,0.6666666666666666,0
117,False,5,Casa,5,Eficiente,23.4,23.4,1.0,0
420,False,8,Apartamento,6,Eficiente,52.5,70.0,1.3333333333333333,0
100,False,5,Apartamento,6,Eficiente,20.0,16.666666666666668,0.8333333333333334,0
321,False,16,Casa,8,Moderado,20.0625,40.125,2.0,0
534,False,7,Apartamento,9,Ineficiente,76.28571428571429,59.333333333333336,0.7777777777777778,0
382,True,11,Comércio,5,Ineficiente,34.72727272727273,76.4,2.2,1
675,True,14,Apartamento,6,Ineficiente,48.21428571428572,112.5,2.333333333333333,1
674,False,5,Casa,6,Moderado,134.8,112.33333333333331,0.8333333333333334,0
148,False,14,Apartamento,6,Eficiente,10.571428571428571,24.666666666666668,2.333333333333333,0
208,True,13,Comércio,2,Moderado,16.0,104.0,6.5,1
275,True,15,Casa,4,Moderado,18.33333333333333,68.75,3.75,1
219,False,15,Apartamento,1,Eficiente,14.6,219.0,15.0,0
523,True,8,Casa,1,Ineficiente,65.375,523.0,8.0,1
362,True,13,Casa,1,Moderado,27.846153846153847,362.0,13.0,1
391,True,7,Apartamento,7,Moderado,55.85714285714285,55.85714285714285,1.0,1
614,False,7,Apartamento,1,Moderado,87.71428571428571,614.0,7.0,0
356,True,13,Apartamento,6,Moderado,27.384615384615383,59.333333333333336,2.1666666666666665,1
140,False,16,Comércio,2,Eficiente,8.75,70.0,8.0,0
398,True,16,Casa,6,Moderado,24.875,66.33333333333333,2.6666666666666665,1
131,False,8,Casa,6,Eficiente,16.375,21.83333333333333,1.3333333333333333,0
232,False,8,Comércio,11,Eficiente,29.0,21.09090909090909,0.7272727272727273,0
390,True,3,Casa,3,Moderado,130.0,130.0,1.0,1
623,True,13,Apartamento,8,Ineficiente,47.92307692307692,77.875,1.625,1
646,True,17,Apartamento,11,Ineficiente,38.0,58.72727272727273,1.5454545454545454,1
468,True,11,Casa,4,Ineficiente,42.54545454545455,117.0,2.75,1
627,False,7,Casa,7,Ineficiente,89.57142857142857,89.57142857142857,1.0,0
256,True,3,Apartamento,4,Eficiente,85.33333333333333,64.0,0.75,1
441,False,10,Comércio,1,Eficiente,44.1,441.0,10.0,0
393,True,9,Apartamento,6,Moderado,43.66666666666666,65.5,1.5,1
176,True,9,Apartamento,5,Eficiente,19.55555555555556,35.2,1.8,1
292,True,17,Apartamento,9,Moderado,17.176470588235293,32.44444444444444,1.8888888888888888,1
216,False,16,Casa,9,Moderado,13.5,24.0,1.7777777777777777,0
85,True,7,Casa,11,Moderado,12.142857142857142,7.727272727272727,0.6363636363636364,1
188,False,3,Casa,8,Eficiente,62.66666666666666,23.5,0.375,0
626,True,11,Casa,7,Ineficiente,56.90909090909091,89.42857142857143,1.5714285714285714,1
118,True,13,Casa,2,Moderado,9.076923076923077,59.0,6.5,1
504,False,11,Casa,8,Ineficiente,45.81818181818182,63.0,1.375,0
340,False,10,Casa,3,Eficiente,34.0,113.33333333333331,3.333333333333333,0
505,True,7,Casa,6,Ineficiente,72.14285714285714,84.16666666666667,1.1666666666666667,1
166,False,16,Apartamento,10,Moderado,10.375,16.6,1.6,0
544,True,5,Apartamento,7,Ineficiente,108.8,77.71428571428571,0.7142857142857143,1
155,False,10,Casa,6,Eficiente,15.5,25.83333333333333,1.6666666666666667,0
550,False,3,Comércio,5,Moderado,183.33333333333331,110.0,0.6,0
493,False,5,Casa,4,Moderado,98.6,123.25,1.25,0
536,False,14,Comércio,2,Ineficiente,38.285714285714285,268.0,7.0,0
364,True,13,Casa,9,Ineficiente,28.0,40.44444444444444,1.4444444444444444,1
318,False,9,Comércio,7,Moderado,35.333333333333336,45.42857142857143,1.2857142857142858,0
678,True,16,Casa,7,Ineficiente,42.375,96.85714285714286,2.2857142857142856,1
637,True,17,Apartamento,4,Ineficiente,37.47058823529412,159.25,4.25,1
451,True,6,Casa,5,Ineficiente,75.16666666666667,90.2,1.2,1
574,False,9,Apartamento,6,Moderado,63.77777777777778,95.66666666666669,1.5,0
124,False,14,Casa,11,Moderado,8.857142857142858,11.272727272727272,1.2727272727272727,0
480,True,13,Casa,2,Ineficiente,36.92307692307692,240.0,6.5,1
326,False,15,Apartamento,4,Moderado,21.73333333333333,81.5,3.75,0
695,False,16,Casa,4,Ineficiente,43.4375,173.75,4.0,0
676,True,7,Comércio,4,Ineficiente,96.57142857142856,169.0,1.75,1
529,True,8,Casa,7,Ineficiente,66.125,75.57142857142857,1.1428571428571428,1
564,False,16,Apartamento,7,Ineficiente,35.25,80.57142857142857,2.2857142857142856,0
699,True,9,Apartamento,7,Ineficiente,77.66666666666667,99.85714285714286,1.2857142857142858,1
97,True,17,Casa,7,Moderado,5.705882352941177,13.857142857142858,2.4285714285714284,1
685,False,15,Casa,2,Ineficiente,45.66666666666666,342.5,7.5,0
368,False,12,Apartamento,5,Moderado,30.666666666666668,73.6,2.4,0
493,False,14,Apartamento,10,Ineficiente,35.214285714285715,49.3,1.4,0
314,False,9,Comércio,2,Eficiente,34.888888888888886,157.0,4.5,0
495,True,9,Casa,5,Ineficiente,55.0,99.0,1.8,1
578,True,9,Apartamento,6,Ineficiente,64.22222222222223,96.33333333333331,1.5,1
194,False,13,Casa,3,Eficiente,14.923076923076923,64.66666666666667,4.333333333333333,0
313,True,15,Casa,6,Moderado,20.866666666666667,52.16666666666666,2.5,1
619,False,15,Apartamento,5,Ineficiente,41.266666666666666,123.8,3.0,0
90,True,9,Casa,4,Eficiente,10.0,22.5,2.25,1
285,True,5,Casa,10,Moderado,57.0,28.5,0.5,1
326,True,17,Casa,9,Ineficiente,19.176470588235293,36.22222222222222,1.8888888888888888,1
638,False,14,Apartamento,11,Ineficiente,45.57142857142857,58.0,1.2727272727272727,0
206,True,5,Comércio,8,Moderado,41.2,25.75,0.625,1
226,True,9,Apartamento,7,Moderado,25.11111111111111,32.285714285714285,1.2857142857142858,1
197,True,16,Apartamento,11,Moderado,12.3125,17.90909090909091,1.4545454545454546,1
461,False,4,Apartamento,1,Moderado,115.25,461.0,4.0,0
491,True,16,Apartamento,9,Ineficiente,30.6875,54.55555555555556,1.7777777777777777,1
663,True,4,Casa,9,Ineficiente,165.75,73.66666666666667,0.4444444444444444,1
442,True,5,Casa,6,Moderado,88.4,73.66666666666667,0.8333333333333334,1
588,False,16,Casa,7,Ineficiente,36.75,84.0,2.2857142857142856,0
216,True,6,Apartamento,3,Eficiente,36.0,72.0,2.0,1
254,True,8,Apartamento,5,Eficiente,31.75,50.8,1.6,1
368,True,15,Casa,7,Ineficiente,24.53333333333333,52.57142857142857,2.142857142857143,1
560,False,10,Casa,1,Moderado,56.0,560.0,10.0,0
98,False,12,Comércio,1,Eficiente,8.166666666666666,98.0,12.0,0
274,True,12,Apartamento,5,Moderado,22.83333333333333,54.8,2.4,1
409,False,9,Apartamento,9,Moderado,45.44444444444444,45.44444444444444,1.0,0
254,False,6,Casa,7,Eficiente,42.333333333333336,36.285714285714285,0.8571428571428571,0
528,True,4,Casa,1,Ineficiente,132.0,528.0,4.0,1
433,False,4,Casa,5,Eficiente,108.25,86.6,0.8,0
578,False,17,Casa,8,Ineficiente,34.0,72.25,2.125,0
220,False,6,Casa,8,Eficiente,36.66666666666666,27.5,0.75,0
172,True,8,Apartamento,2,Eficiente,21.5,86.0,4.0,1
318,True,5,Casa,7,Moderado,63.6,45.42857142857143,0.7142857142857143,1
284,True,8,Casa,10,Moderado,35.5,28.4,0.8,1
639,False,7,Casa,5,Moderado,91.28571428571428,127.8,1.4,0
512,True,7,Apartamento,9,Ineficiente,73.14285714285714,56.888888888888886,0.7777777777777778,1
324,True,4,Apartamento,3,Moderado,81.0,108.0,1.3333333333333333,1
396,True,10,Apartamento,1,Moderado,39.6,396.0,10.0,1
374,True,7,Casa,4,Moderado,53.42857142857143,93.5,1.75,1
361,False,13,Casa,7,Moderado,27.76923076923077,51.57142857142857,1.8571428571428568,0
96,True,4,Casa,1,Eficiente,24.0,96.0,4.0,1
150,True,9,Casa,2,Eficiente,16.666666666666668,75.0,4.5,1
348,False,15,Comércio,5,Moderado,23.2,69.6,3.0,0
404,True,17,Comércio,9,Ineficiente,23.764705882352946,44.888888888888886,1.8888888888888888,1
384,False,11,Apartamento,1,Moderado,34.90909090909091,384.0,11.0,0
530,True,11,Comércio,4,Ineficiente,48.18181818181818,132.5,2.75,1
86,True,3,Apartamento,3,Eficiente,28.666666666666668,28.666666666666668,1.0,1
393,False,9,Casa,5,Eficiente,43.66666666666666,78.6,1.8,0
182,False,11,Comércio,5,Eficiente,16.545454545454547,36.4,2.2,0
272,True,8,Casa,10,Moderado,34.0,27.2,0.8,1
653,False,3,Apartamento,2,Moderado,217.66666666666663,326.5,1.5,0
608,False,4,Casa,5,Moderado,152.0,121.6,0.8,0
250,False,6,Casa,9,Eficiente,41.66666666666666,27.77777777777778,0.6666666666666666,0
616,True,16,Apartamento,5,Ineficiente,38.5,123.2,3.2,1
330,True,6,Casa,11,Moderado,55.0,30.0,0.5454545454545454,1
466,False,4,Casa,10,Ineficiente,116.5,46.6,0.4,0
286,False,10,Casa,2,Eficiente,28.6,143.0,5.0,0
620,True,4,Casa,7,Ineficiente,155.0,88.57142857142857,0.5714285714285714,1
495,False,5,Comércio,6,Moderado,99.0,82.5,0.8333333333333334,0
459,True,16,Apartamento,7,Ineficiente,28.6875,65.57142857142857,2.2857142857142856,1
223,True,6,Apartamento,8,Moderado,37.16666666666666,27.875,0.75,1
104,True,11,Casa,10,Moderado,9.454545454545457,10.4,1.1,1
152,False,12,Apartamento,5,Eficiente,12.666666666666666,30.4,2.4,0
172,True,3,Casa,2,Eficiente,57.333333333333336,86.0,1.5,1
584,False,10,Casa,7,Ineficiente,58.4,83.42857142857143,1.4285714285714286,0
677,False,14,Casa,7,Ineficiente,48.35714285714285,96.71428571428572,2.0,0
415,False,17,Comércio,8,Ineficiente,24.41176470588235,51.875,2.125,0
504,False,16,Casa,7,Ineficiente,31.5,72.0,2.2857142857142856,0
578,False,7,Casa,10,Ineficiente,82.57142857142857,57.8,0.7,0
443,False,9,Apartamento,7,Moderado,49.22222222222222,63.285714285714285,1.2857142857142858,0
278,True,10,Casa,9,Moderado,27.8,30.88888888888889,1.1111111111111112,1
492,True,17,Apartamento,8,Ineficiente,28.94117647058824,61.5,2.125,1
418,True,7,Apartamento,2,Moderado,59.71428571428572,209.0,3.5,1
508,True,10,Casa,2,Ineficiente,50.8,254.0,5.0,1
218,False,12,Casa,7,Moderado,18.166666666666668,31.142857142857142,1.7142857142857142,0
621,True,13,Casa,10,Ineficiente,47.76923076923077,62.1,1.3,1
136,True,10,Apartamento,11,Moderado,13.6,12.363636363636363,0.9090909090909092,1
311,False,11,Comércio,10,Ineficiente,28.272727272727277,31.1,1.1,0
514,False,4,Casa,3,Moderado,128.5,171.33333333333334,1.3333333333333333,0
463,True,5,Casa,1,Ineficiente,92.6,463.0,5.0,1
639,False,3,Casa,9,Ineficiente,213.0,71.0,0.3333333333333333,0
273,True,6,Apartamento,3,Eficiente,45.5,91.0,2.0,1
613,True,17,Apartamento,1,Ineficiente,36.05882352941177,613.0,17.0,1
597,False,17,Casa,6,Ineficiente,35.11764705882353,99.5,2.833333333333333,0
264,False,7,Apartamento,4,Eficiente,37.71428571428572,66.0,1.75,0
371,True,13,Apartamento,1,Moderado,28.53846153846154,371.0,13.0,1
414,False,3,Comércio,4,Eficiente,138.0,103.5,0.75,0
195,True,10,Casa,8,Moderado,19.5,24.375,1.25,1
128,True,4,Casa,11,Moderado,32.0,11.636363636363637,0.3636363636363636,1
161,True,3,Casa,7,Moderado,53.66666666666666,23.0,0.4285714285714285,1
412,False,4,Comércio,1,Eficiente,103.0,412.0,4.0,0
636,False,17,Apartamento,10,Ineficiente,37.41176470588236,63.6,1.7,0
414,True,15,Apartamento,9,Ineficiente,27.6,46.0,1.6666666666666667,1
611,True,7,Casa,6,Ineficiente,87.28571428571429,101.83333333333331,1.1666666666666667,1
300,False,11,Casa,2,Eficiente,27.272727272727277,150.0,5.5,0
402,True,11,Casa,3,Moderado,36.54545454545455,134.0,3.6666666666666665,1
82,True,4,Apartamento,7,Moderado,20.5,11.714285714285714,0.5714285714285714,1
285,False,4,Casa,3,Eficiente,71.25,95.0,1.3333333333333333,0
119,True,5,Casa,3,Eficiente,23.8,39.66666666666666,1.6666666666666667,1
138,False,9,Apartamento,5,Eficiente,15.333333333333334,27.6,1.8,0
653,True,13,Casa,3,Ineficiente,50.23076923076923,217.66666666666663,4.333333333333333,1
586,False,5,Apartamento,3,Moderado,117.2,195.33333333333331,1.6666666666666667,0
651,True,3,Casa,11,Ineficiente,217.0,59.18181818181818,0.2727272727272727,1
201,False,16,Apartamento,5,Eficiente,12.5625,40.2,3.2,0
558,True,16,Apartamento,5,Ineficiente,34.875,111.6,3.2,1
698,False,16,Comércio,9,Ineficiente,43.625,77.55555555555556,1.7777777777777777,0
175,False,8,Apartamento,1,Eficiente,21.875,175.0,8.0,0
493,True,5,Comércio,1,Ineficiente,98.6,493.0,5.0,1
314,True,3,Comércio,11,Ineficiente,104.66666666666669,28.545454545454547,0.2727272727272727,1
141,False,16,Apartamento,9,Moderado,8.8125,15.666666666666666,1.7777777777777777,0
335,False,15,Comércio,5,Moderado,22.33333333333333,67.0,3.0,0
640,True,6,Casa,4,Ineficiente,106.66666666666669,160.0,1.5,1
427,True,15,Casa,2,Moderado,28.466666666666665,213.5,7.5,1
203,False,3,Casa,9,Eficiente,67.66666666666667,22.55555555555556,0.3333333333333333,0
561,True,3,Apartamento,6,Ineficiente,187.0,93.5,0.5,1
396,False,14,Apartamento,9,Moderado,28.285714285714285,44.0,1.5555555555555556,0
583,False,4,Apartamento,5,Moderado,145.75,116.6,0.8,0
127,False,12,Casa,4,Eficiente,10.583333333333334,31.75,3.0,0
488,True,10,Casa,7,Ineficiente,48.8,69.71428571428571,1.4285714285714286,1
215,True,4,Casa,5,Eficiente,53.75,43.0,0.8,1
280,False,13,Apartamento,8,Moderado,21.53846153846154,35.0,1.625,0
329,False,4,Casa,8,Moderado,82.25,41.125,0.5,0
393,False,17,Comércio,2,Moderado,23.11764705882353,196.5,8.5,0
447,True,13,Casa,5,Moderado,34.38461538461539,89.4,2.6,1
508,True,13,Casa,10,Ineficiente,39.07692307692308,50.8,1.3,1
559,True,12,Comércio,8,Ineficiente,46.583333333333336,69.875,1.5,1
393,False,12,Apartamento,3,Moderado,32.75,131.0,4.0,0
579,True,10,Casa,7,Ineficiente,57.9,82.71428571428571,1.4285714285714286,1
434,True,14,Apartamento,3,Moderado,31.0,144.66666666666666,4.666666666666667,1
564,True,8,Casa,6,Ineficiente,70.5,94.0,1.3333333333333333,1
290,True,14,Comércio,2,Moderado,20.714285714285715,145.0,7.0,1
123,False,13,Apartamento,6,Eficiente,9.461538461538462,20.5,2.1666666666666665,0
620,True,6,Casa,6,Ineficiente,103.33333333333331,103.33333333333331,1.0,1
650,True,5,Apartamento,8,Ineficiente,130.0,81.25,0.625,1
662,True,3,Casa,5,Ineficiente,220.66666666666663,132.4,0.6,1
171,True,13,Apartamento,1,Moderado,13.153846153846152,171.0,13.0,1
344,True,5,Comércio,8,Ineficiente,68.8,43.0,0.625,1
299,True,14,Comércio,9,Ineficiente,21.357142857142858,33.22222222222222,1.5555555555555556,1
521,False,16,Casa,1,Ineficiente,32.5625,521.0,16.0,0
480,True,11,Casa,5,Ineficiente,43.63636363636363,96.0,2.2,1
479,True,7,Casa,6,Ineficiente,68.42857142857143,79.83333333333333,1.1666666666666667,1
655,True,15,Apartamento,4,Ineficiente,43.66666666666666,163.75,3.75,1
569,False,8,Apartamento,11,Ineficiente,71.125,51.72727272727273,0.7272727272727273,0
564,False,7,Apartamento,2,Moderado,80.57142857142857,282.0,3.5,0
549,False,3,Comércio,5,Moderado,183.0,109.8,0.6,0
653,False,12,Casa,4,Ineficiente,54.41666666666666,163.25,3.0,0
524,False,3,Casa,7,Ineficiente,174.66666666666666,74.85714285714286,0.4285714285714285,0
348,True,6,Casa,6,Moderado,58.0,58.0,1.0,1
346,False,17,Casa,3,Moderado,20.352941176470587,115.33333333333331,5.666666666666667,0
133,True,5,Casa,9,Moderado,26.6,14.77777777777778,0.5555555555555556,1
607,True,13,Apartamento,4,Ineficiente,46.69230769230769,151.75,3.25,1
599,False,10,Casa,11,Ineficiente,59.9,54.45454545454545,0.9090909090909092,0
695,True,14,Casa,5,Ineficiente,49.642857142857146,139.0,2.8,1
138,False,14,Apartamento,3,Eficiente,9.857142857142858,46.0,4.666666666666667,0
119,True,9,Casa,8,Moderado,13.22222222222222,14.875,1.125,1
316,False,17,Apartamento,11,Moderado,18.58823529411765,28.727272727272727,1.5454545454545454,0
465,False,13,Casa,7,Ineficiente,35.76923076923077,66.42857142857143,1.8571428571428568,0
685,False,17,Apartamento,11,Ineficiente,40.294117647058826,62.27272727272727,1.5454545454545454,0
379,False,9,Comércio,11,Moderado,42.11111111111112,34.45454545454545,0.8181818181818182,0
474,False,17,Casa,7,Ineficiente,27.88235294117647,67.71428571428571,2.4285714285714284,0
286,False,10,Apartamento,8,Eficiente,28.6,35.75,1.25,0
415,True,16,Comércio,7,Ineficiente,25.9375,59.285714285714285,2.2857142857142856,1
672,True,12,Apartamento,3,Ineficiente,56.0,224.0,4.0,1
593,False,9,Casa,3,Moderado,65.88888888888889,197.66666666666663,3.0,0
257,False,12,Casa,2,Eficiente,21.416666666666668,128.5,6.0,0
475,False,4,Apartamento,1,Moderado,118.75,475.0,4.0,0
450,False,6,Comércio,5,Eficiente,75.0,90.0,1.2,0
397,False,17,Casa,4,Moderado,23.352941176470587,99.25,4.25,0
448,True,13,Casa,11,Ineficiente,34.46153846153846,40.72727272727273,1.181818181818182,1
463,True,8,Casa,2,Ineficiente,57.875,231.5,4.0,1
141,True,5,Casa,1,Eficiente,28.2,141.0,5.0,1
584,True,17,Casa,3,Ineficiente,34.35294117647059,194.66666666666663,5.666666666666667,1
318,False,5,Casa,6,Eficiente,63.6,53.0,0.8333333333333334,0
274,False,17,Casa,2,Eficiente,16.11764705882353,137.0,8.5,0
301,False,8,Casa,10,Moderado,37.625,30.1,0.8,0
140,True,3,Comércio,7,Moderado,46.66666666666666,20.0,0.4285714285714285,1
208,True,16,Casa,11,Moderado,13.0,18.90909090909091,1.4545454545454546,1
235,True,3,Casa,7,Moderado,78.33333333333333,33.57142857142857,0.4285714285714285,1
457,True,7,Casa,11,Ineficiente,65.28571428571429,41.54545454545455,0.6363636363636364,1
665,True,3,Comércio,3,Ineficiente,221.66666666666663,221.66666666666663,1.0,1
516,True,12,Apartamento,1,Ineficiente,43.0,516.0,12.0,1
286,True,10,Apartamento,9,Moderado,28.6,31.77777777777778,1.1111111111111112,1
467,True,4,Casa,11,Ineficiente,116.75,42.45454545454545,0.3636363636363636,1
559,False,8,Apartamento,5,Moderado,69.875,111.8,1.6,0
419,True,12,Casa,2,Moderado,34.916666666666664,209.5,6.0,1
419,True,12,Casa,8,Ineficiente,34.916666666666664,52.375,1.5,1
283,True,7,Apartamento,10,Moderado,40.42857142857143,28.3,0.7,1
240,True,12,Apartamento,10,Moderado,20.0,24.0,1.2,1
619,False,14,Apartamento,4,Ineficiente,44.21428571428572,154.75,3.5,0
471,False,14,Comércio,11,Ineficiente,33.642857142857146,42.81818181818182,1.2727272727272727,0
654,True,6,Comércio,10,Ineficiente,109.0,65.4,0.6,1
613,False,3,Casa,7,Ineficiente,204.33333333333331,87.57142857142857,0.4285714285714285,0
149,True,16,Casa,5,Moderado,9.3125,29.8,3.2,1
484,False,16,Casa,3,Ineficiente,30.25,161.33333333333334,5.333333333333333,0
687,True,5,Comércio,10,Ineficiente,137.4,68.7,0.5,1
670,True,15,Casa,8,Ineficiente,44.66666666666666,83.75,1.875,1
596,False,14,Comércio,2,Ineficiente,42.57142857142857,298.0,7.0,0
199,False,6,Casa,1,Eficiente,33.166666666666664,199.0,6.0,0
296,False,4,Casa,5,Eficiente,74.0,59.2,0.8,0
135,True,14,Casa,11,Moderado,9.642857142857142,12.272727272727272,1.2727272727272727,1
445,True,4,Casa,4,Moderado,111.25,111.25,1.0,1
583,False,4,Comércio,11,Ineficiente,145.75,53.0,0.3636363636363636,0
534,True,13,Casa,10,Ineficiente,41.07692307692308,53.4,1.3,1
183,True,3,Casa,7,Moderado,61.0,26.142857142857142,0.4285714285714285,1
156,True,12,Casa,9,Moderado,13.0,17.333333333333332,1.3333333333333333,1
309,True,4,Casa,6,Moderado,77.25,51.5,0.6666666666666666,1
337,True,8,Casa,11,Moderado,42.125,30.63636363636364,0.7272727272727273,1
343,True,5,Casa,1,Moderado,68.6,343.0,5.0,1
410,True,12,Comércio,8,Ineficiente,34.166666666666664,51.25,1.5,1
261,False,7,Casa,2,Eficiente,37.285714285714285,130.5,3.5,0
629,True,3,Casa,4,Ineficiente,209.66666666666663,157.25,0.75,1
106,True,10,Apartamento,3,Eficiente,10.6,35.333333333333336,3.333333333333333,1
355,False,15,Casa,6,Moderado,23.666666666666668,59.16666666666666,2.5,0
378,False,6,Casa,2,Eficiente,63.0,189.0,3.0,0
170,True,11,Apartamento,5,Moderado,15.454545454545457,34.0,2.2,1
559,False,6,Casa,11,Ineficiente,93.16666666666669,50.81818181818182,0.5454545454545454,0
652,True,16,Apartamento,9,Ineficiente,40.75,72.44444444444444,1.7777777777777777,1
537,False,17,Apartamento,3,Ineficiente,31.58823529411765,179.0,5.666666666666667,0
530,True,17,Apartamento,2,Ineficiente,31.176470588235293,265.0,8.5,1
444,True,17,Comércio,2,Ineficiente,26.11764705882353,222.0,8.5,1
430,False,4,Casa,9,Moderado,107.5,47.77777777777778,0.4444444444444444,0
479,False,5,Casa,6,Moderado,95.8,79.83333333333333,0.8333333333333334,0
332,True,7,Casa,2,Moderado,47.42857142857143,166.0,3.5,1
538,True,14,Casa,3,Ineficiente,38.42857142857143,179.33333333333334,4.666666666666667,1
578,True,12,Apartamento,1,Ineficiente,48.16666666666666,578.0,12.0,1
587,False,17,Apartamento,2,Ineficiente,34.529411764705884,293.5,8.5,0
383,True,15,Apartamento,2,Moderado,25.53333333333333,191.5,7.5,1
580,True,15,Apartamento,11,Ineficiente,38.66666666666666,52.72727272727273,1.3636363636363635,1
677,True,16,Casa,2,Ineficiente,42.3125,338.5,8.0,1
245,False,8,Apartamento,7,Eficiente,30.625,35.0,1.1428571428571428,0
494,False,9,Apartamento,3,Moderado,54.888888888888886,164.66666666666666,3.0,0
541,False,6,Apartamento,11,Ineficiente,90.16666666666669,49.18181818181818,0.5454545454545454,0
193,True,9,Casa,4,Eficiente,21.444444444444443,48.25,2.25,1
512,False,17,Apartamento,2,Ineficiente,30.11764705882353,256.0,8.5,0
435,False,12,Casa,5,Moderado,36.25,87.0,2.4,0
286,False,5,Apartamento,9,Eficiente,57.2,31.77777777777778,0.5555555555555556,0
314,True,9,Apartamento,9,Moderado,34.888888888888886,34.888888888888886,1.0,1
521,True,6,Casa,7,Ineficiente,86.83333333333333,74.42857142857143,0.8571428571428571,1
