consumo_kwh,uso_horario_pico,quantidade_equipamentos,tipo_imovel,horas_alto_consumo,categoria
515,True,11,Comércio,8,Ineficiente
362,False,11,Apartamento,7,Moderado
641,True,10,Comércio,3,Ineficiente
686,True,10,Apartamento,4,Ineficiente
542,False,10,Apartamento,7,Ineficiente
486,True,10,Casa,4,Ineficiente
167,False,10,Casa,9,Eficiente
123,True,3,Apartamento,7,Moderado
540,False,8,Casa,1,Moderado
357,True,14,Apartamento,1,Moderado
500,True,11,Casa,4,Ineficiente
432,False,10,Apartamento,9,Moderado
594,True,5,Casa,4,Ineficiente
98,True,13,Apartamento,5,Moderado
102,True,3,Apartamento,1,Eficiente
492,False,4,Casa,2,Moderado
109,False,13,Apartamento,11,Moderado
187,True,17,Casa,4,Moderado
446,False,4,Casa,4,Eficiente
360,False,9,Casa,11,Moderado
207,False,14,Casa,10,Moderado
308,False,8,Comércio,6,Eficiente
190,True,13,Casa,6,Moderado
215,False,4,Apartamento,8,Eficiente
441,True,10,Casa,9,Moderado
265,True,17,Apartamento,1,Moderado
663,False,11,Casa,1,Ineficiente
208,False,17,Apartamento,6,Eficiente
340,True,9,Apartamento,4,Moderado
594,True,6,Apartamento,11,Ineficiente
528,False,15,Casa,4,Ineficiente
183,True,15,Apartamento,1,Moderado
562,True,3,Casa,9,Ineficiente
303,True,6,Casa,11,Moderado
570,True,6,Casa,3,Ineficiente
552,False,10,Casa,5,Moderado
89,True,6,Apartamento,10,Moderado
484,False,6,Apartamento,1,Moderado
381,True,15,Casa,8,Ineficiente
310,False,4,Casa,3,Eficiente
145,False,14,Casa,1,Eficiente
191,False,12,Apartamento,10,Moderado
92,False,9,Apartamento,6,Eficiente
472,False,17,Casa,1,Ineficiente
579,True,6,Apartamento,3,Ineficiente
677,False,13,Apartamento,5,Ineficiente
313,False,8,Apartamento,4,Eficiente
681,True,5,Apartamento,7,Ineficiente
393,True,9,Apartamento,6,Moderado
645,False,8,Apartamento,3,Moderado
91,False,5,Casa,11,Eficiente
288,True,6,Casa,8,Moderado
93,True,12,Casa,8,Moderado
497,False,16,Apartamento,2,Ineficiente
516,True,7,Comércio,7,Ineficiente
456,False,11,Casa,1,Ineficiente
99,False,16,Casa,2,Eficiente
666,False,8,Apartamento,8,Ineficiente
149,True,15,Apartamento,1,Moderado
290,False,6,Comércio,2,Eficiente
180,False,13,Apartamento,1,Eficiente
211,False,13,Comércio,5,Eficiente
460,True,9,Casa,7,Ineficiente
211,True,4,Casa,6,Eficiente
99,False,6,Casa,6,Eficiente
615,True,7,Apartamento,6,Ineficiente
306,True,6,Casa,8,Moderado
233,True,6,Apartamento,5,Eficiente
548,False,13,Apartamento,10,Ineficiente
484,True,15,Casa,7,Ineficiente
281,True,11,Comércio,3,Moderado
117,True,16,Casa,9,Moderado
267,False,13,Casa,10,Moderado
136,True,15,Apartamento,3,Moderado
99,True,4,Casa,6,Eficiente
352,True,8,Apartamento,3,Moderado
198,False,16,Apartamento,1,Eficiente
662,True,10,Comércio,1,Ineficiente
595,True,10,Comércio,3,Ineficiente
300,True,13,Casa,4,Moderado
605,False,9,Apartamento,2,Moderado
594,False,12,Casa,9,Ineficiente
415,False,13,Casa,11,Moderado
134,False,6,Casa,8,Eficiente
579,True,9,Casa,3,Ineficiente
615,False,15,Comércio,7,Ineficiente
241,True,12,Casa,4,Moderado
673,False,8,Apartamento,5,Moderado
238,True,13,Casa,4,Moderado
267,True,8,Apartamento,9,Moderado
139,False,4,Comércio,11,Eficiente
398,True,10,Casa,7,Moderado
290,False,10,Apartamento,4,Eficiente
485,True,16,Casa,8,Ineficiente
188,True,13,Casa,2,Moderado
155,False,9,Apartamento,7,Eficiente
621,False,13,Apartamento,11,Ineficiente
393,False,11,Casa,1,Moderado
196,True,10,Casa,8,Moderado
98,True,16,Casa,6,Moderado
511,False,11,Apartamento,5,Ineficiente
429,False,17,Apartamento,9,Moderado
262,True,11,Apartamento,9,Moderado
192,False,8,Apartamento,3,Eficiente
262,False,4,Comércio,9,Eficiente
560,False,14,Apartamento,9,Ineficiente
225,False,9,Apartamento,2,Eficiente
192,False,5,Apartamento,5,Eficiente
555,True,15,Apartamento,11,Ineficiente
382,True,9,Apartamento,2,Moderado
197,False,11,Comércio,1,Eficiente
240,True,12,Comércio,7,Ineficiente
480,True,16,Casa,4,Ineficiente
277,True,12,Casa,5,Moderado
339,True,4,Comércio,4,Moderado
126,False,16,Casa,6,Eficiente
478,False,15,Comércio,11,Ineficiente
638,True,8,Casa,2,Ineficiente
157,True,15,Casa,8,Moderado
203,False,8,Casa,4,Eficiente
154,False,11,Casa,8,Moderado
216,False,15,Casa,3,Eficiente
681,False,11,Apartamento,11,Ineficiente
479,True,17,Apartamento,5,Ineficiente
584,True,15,Comércio,3,Ineficiente
579,False,7,Casa,7,Ineficiente
652,False,16,Apartamento,3,Ineficiente
217,False,7,Apartamento,8,Eficiente
129,True,11,Apartamento,9,Moderado
698,False,10,Apartamento,2,Moderado
333,False,9,Casa,3,Eficiente
642,True,10,Casa,7,Ineficiente
505,True,8,Casa,5,Ineficiente
626,True,5,Casa,10,Ineficiente
381,True,9,Apartamento,7,Moderado
660,True,10,Casa,2,Ineficiente
428,True,17,Comércio,4,Ineficiente
128,False,10,Comércio,1,Eficiente
153,True,3,Comércio,5,Eficiente
340,True,9,Comércio,8,Ineficiente
435,False,5,Casa,1,Eficiente
661,False,4,Apartamento,7,Ineficiente
681,False,16,Casa,7,Ineficiente
339,True,4,Apartamento,7,Moderado
374,False,16,Comércio,1,Moderado
392,True,17,Comércio,11,Ineficiente
691,False,16,Casa,3,Ineficiente
261,True,10,Apartamento,11,Moderado
443,False,11,Casa,2,Moderado
267,True,5,Casa,5,Eficiente
648,False,16,Apartamento,2,Ineficiente
622,True,5,Casa,5,Ineficiente
675,True,8,Comércio,5,Ineficiente
627,True,13,Casa,4,Ineficiente
487,False,12,Comércio,11,Ineficiente
697,False,3,Apartamento,7,Ineficiente
493,False,8,Apartamento,10,Ineficiente
421,True,14,Apartamento,6,Moderado
299,True,5,Comércio,2,Eficiente
242,False,13,Casa,4,Eficiente
299,True,6,Comércio,11,Moderado
349,False,11,Casa,7,Moderado
479,False,5,Casa,9,Ineficiente
261,False,3,Casa,9,Eficiente
697,True,5,Apartamento,3,Ineficiente
284,True,9,Apartamento,1,Eficiente
661,True,15,Apartamento,9,Ineficiente
635,False,9,Apartamento,8,Ineficiente
307,True,13,Casa,7,Ineficiente
698,True,7,Comércio,6,Ineficiente
675,True,16,Casa,10,Ineficiente
329,True,3,Comércio,7,Ineficiente
520,False,13,Casa,11,Ineficiente
612,False,10,Apartamento,9,Ineficiente
275,True,12,Casa,6,Moderado
598,True,10,Casa,10,Ineficiente
149,False,12,Casa,3,Eficiente
478,True,14,Casa,3,Ineficiente
282,False,12,Casa,4,Eficiente
227,False,15,Casa,10,Moderado
551,True,12,Apartamento,10,Ineficiente
278,False,4,Apartamento,8,Eficiente
505,False,12,Apartamento,10,Ineficiente
571,True,5,Comércio,9,Ineficiente
221,True,6,Apartamento,8,Moderado
392,True,3,Apartamento,11,Moderado
244,True,6,Apartamento,10,Moderado
393,False,7,Casa,2,Eficiente
100,False,5,Apartamento,4,Eficiente
161,False,16,Casa,4,Eficiente
660,True,13,Comércio,2,Ineficiente
210,True,17,Apartamento,8,Moderado
678,False,12,Casa,3,Ineficiente
384,True,4,Apartamento,2,Moderado
450,False,15,Casa,7,Moderado
463,True,8,Casa,1,Ineficiente
524,False,10,Casa,6,Moderado
504,False,9,Apartamento,3,Moderado
240,True,13,Apartamento,3,Moderado
257,True,16,Apartamento,5,Moderado
569,True,3,Casa,3,Ineficiente
406,True,6,Apartamento,4,Moderado
677,False,5,Apartamento,3,Moderado
368,False,8,Casa,7,Moderado
672,False,11,Apartamento,3,Ineficiente
652,False,11,Casa,10,Ineficiente
652,True,9,Casa,4,Ineficiente
433,True,17,Apartamento,2,Moderado
107,True,14,Apartamento,2,Moderado
122,False,11,Casa,9,Moderado
502,True,10,Casa,11,Ineficiente
677,False,7,Casa,1,Moderado
256,True,11,Casa,1,Moderado
608,False,16,Casa,10,Ineficiente
689,False,9,Casa,1,Moderado
573,True,7,Apartamento,3,Ineficiente
277,True,17,Casa,2,Moderado
689,False,10,Apartamento,3,Moderado
656,True,17,Apartamento,5,Ineficiente
596,True,9,Casa,9,Ineficiente
593,False,11,Casa,2,Ineficiente
101,True,12,Comércio,11,Ineficiente
191,False,3,Casa,1,Eficiente
136,False,17,Casa,11,Moderado
145,True,15,Casa,6,Moderado
177,True,11,Apartamento,3,Moderado
223,True,17,Apartamento,7,Moderado
514,False,9,Comércio,6,Moderado
165,True,3,Comércio,11,Moderado
667,False,3,Casa,7,Ineficiente
423,True,7,Casa,5,Moderado
373,True,10,Casa,1,Moderado
650,True,11,Casa,3,Ineficiente
690,True,14,Casa,3,Ineficiente
322,True,8,Casa,7,Moderado
640,False,14,Casa,3,Ineficiente
111,True,15,Casa,11,Moderado
470,True,12,Casa,5,Ineficiente
356,True,14,Comércio,4,Ineficiente
611,False,10,Apartamento,4,Moderado
233,False,17,Comércio,7,Moderado
462,True,8,Casa,1,Ineficiente
147,False,13,Apartamento,7,Moderado
293,True,8,Casa,8,Moderado
455,False,6,Casa,3,Moderado
292,True,13,Casa,3,Moderado
158,True,7,Comércio,4,Eficiente
683,False,16,Comércio,6,Ineficiente
460,True,4,Casa,7,Ineficiente
137,False,5,Casa,1,Eficiente
105,True,5,Casa,4,Eficiente
526,False,16,Casa,7,Ineficiente
145,False,14,Casa,11,Moderado
333,True,13,Casa,2,Moderado
123,False,7,Apartamento,1,Eficiente
176,False,16,Casa,1,Eficiente
633,False,7,Casa,10,Ineficiente
306,True,8,Casa,6,Moderado
515,False,7,Casa,5,Moderado
680,True,14,Comércio,1,Ineficiente
458,True,8,Casa,10,Ineficiente
257,False,10,Comércio,3,Eficiente
506,False,17,Apartamento,11,Ineficiente
386,True,4,Comércio,7,Ineficiente
583,True,6,Apartamento,9,Ineficiente
347,True,15,Apartamento,9,Ineficiente
665,True,8,Comércio,6,Ineficiente
87,True,14,Casa,3,Moderado
587,False,7,Apartamento,1,Moderado
555,True,3,Comércio,3,Ineficiente
376,False,11,Apartamento,10,Moderado
243,False,5,Comércio,2,Eficiente
564,True,4,Apartamento,11,Ineficiente
676,True,11,Comércio,5,Ineficiente
151,True,9,Apartamento,8,Moderado
646,True,7,Apartamento,5,Ineficiente
638,False,14,Apartamento,1,Ineficiente
317,True,8,Comércio,3,Moderado
183,False,14,Apartamento,5,Eficiente
289,True,13,Apartamento,7,Moderado
633,True,6,Apartamento,5,Ineficiente
547,True,3,Casa,10,Ineficiente
533,True,6,Casa,5,Ineficiente
347,True,11,Comércio,7,Ineficiente
465,True,3,Apartamento,8,Ineficiente
466,False,12,Casa,8,Ineficiente
338,False,5,Casa,7,Moderado
362,True,17,Apartamento,3,Moderado
119,True,17,Apartamento,11,Moderado
565,True,7,Apartamento,2,Ineficiente
299,True,9,Apartamento,1,Eficiente
208,True,11,Casa,6,Moderado
599,True,8,Casa,9,Ineficiente
692,True,5,Casa,3,Ineficiente
698,True,15,Apartamento,5,Ineficiente
692,True,9,Casa,9,Ineficiente
339,True,17,Apartamento,9,Ineficiente
445,False,16,Apartamento,7,Moderado
623,True,6,Apartamento,4,Ineficiente
603,True,5,Comércio,11,Ineficiente
95,False,16,Casa,2,Eficiente
208,False,9,Apartamento,2,Eficiente
654,False,13,Casa,4,Ineficiente
188,False,13,Casa,1,Eficiente
612,True,9,Casa,4,Ineficiente
348,False,6,Casa,11,Moderado
241,False,14,Apartamento,6,Eficiente
339,True,9,Apartamento,6,Moderado
181,True,13,Casa,7,Moderado
585,False,16,Casa,5,Ineficiente
650,True,4,Apartamento,9,Ineficiente
326,True,3,Apartamento,2,Moderado
616,True,14,Casa,2,Ineficiente
210,True,17,Apartamento,4,Moderado
432,True,4,Apartamento,4,Moderado
275,False,6,Apartamento,4,Eficiente
461,False,10,Casa,1,Moderado
306,True,5,Apartamento,4,Moderado
555,False,17,Apartamento,5,Ineficiente
556,True,12,Apartamento,9,Ineficiente
344,True,17,Apartamento,3,Moderado
451,False,8,Comércio,3,Moderado
565,False,8,Casa,5,Moderado
513,False,15,Comércio,10,Ineficiente
290,False,11,Apartamento,6,Eficiente
651,False,11,Apartamento,3,Ineficiente
456,False,6,Casa,1,Moderado
474,True,11,Casa,10,Ineficiente
529,False,17,Apartamento,8,Ineficiente
443,False,17,Apartamento,1,Moderado
536,False,15,Casa,2,Ineficiente
305,True,8,Apartamento,3,Moderado
210,True,4,Casa,6,Eficiente
667,False,12,Comércio,4,Ineficiente
555,True,16,Comércio,4,Ineficiente
356,False,13,Casa,9,Moderado
235,True,8,Comércio,6,Eficiente
297,True,4,Comércio,2,Eficiente
269,False,10,Casa,7,Eficiente
496,True,6,Apartamento,3,Ineficiente
625,True,7,Casa,9,Ineficiente
120,False,10,Apartamento,6,Eficiente
386,False,16,Casa,8,Moderado
417,True,13,Casa,1,Moderado
393,False,10,Casa,2,Eficiente
154,True,14,Casa,6,Moderado
358,False,16,Apartamento,3,Moderado
255,True,14,Casa,1,Moderado
352,False,8,Casa,6,Eficiente
699,True,6,Comércio,5,Ineficiente
368,True,17,Apartamento,9,Ineficiente
351,True,3,Apartamento,6,Moderado
145,False,14,Comércio,5,Eficiente
562,True,9,Comércio,1,Ineficiente
327,False,10,Casa,1,Eficiente
235,False,11,Apartamento,11,Moderado
126,True,4,Comércio,1,Eficiente
533,True,3,Casa,7,Ineficiente
280,True,6,Casa,6,Eficiente
203,False,15,Casa,5,Eficiente
80,True,7,Casa,4,Eficiente
270,True,12,Apartamento,11,Moderado
658,False,14,Apartamento,11,Ineficiente
595,False,3,Comércio,8,Ineficiente
521,True,7,Apartamento,11,Ineficiente
222,True,8,Casa,8,Moderado
270,False,5,Casa,5,Eficiente
612,False,14,Comércio,4,Ineficiente
306,False,17,Casa,2,Moderado
392,False,9,Casa,7,Moderado
381,True,16,Comércio,5,Ineficiente
539,True,8,Apartamento,3,Ineficiente
480,True,6,Casa,9,Ineficiente
630,True,5,Comércio,9,Ineficiente
472,False,7,Comércio,11,Ineficiente
286,True,5,Casa,11,Moderado
289,True,12,Comércio,10,Ineficiente
194,False,11,Casa,11,Moderado
330,True,11,Apartamento,8,Ineficiente
298,True,8,Comércio,1,Eficiente
486,True,15,Comércio,3,Ineficiente
522,False,13,Casa,2,Ineficiente
682,False,8,Casa,4,Moderado
433,True,14,Casa,2,Moderado
637,True,16,Apartamento,11,Ineficiente
629,False,6,Casa,8,Ineficiente
221,False,6,Casa,1,Eficiente
691,False,4,Casa,4,Moderado
580,False,12,Casa,5,Ineficiente
626,False,6,Casa,10,Ineficiente
621,True,10,Apartamento,4,Ineficiente
586,True,15,Casa,8,Ineficiente
675,True,12,Casa,2,Ineficiente
360,False,4,Comércio,9,Moderado
503,False,11,Apartamento,2,Ineficiente
349,True,16,Casa,2,Moderado
233,True,3,Casa,2,Eficiente
693,True,15,Apartamento,10,Ineficiente
162,False,4,Casa,8,Eficiente
505,False,17,Apartamento,3,Ineficiente
354,False,4,Casa,10,Moderado
363,False,13,Casa,11,Moderado
252,False,15,Apartamento,10,Moderado
406,False,17,Apartamento,8,Moderado
142,False,16,Comércio,7,Moderado
152,True,8,Casa,10,Moderado
454,True,17,Apartamento,4,Ineficiente
587,True,16,Casa,7,Ineficiente
477,True,9,Apartamento,11,Ineficiente
199,False,15,Comércio,8,Moderado
516,True,17,Casa,6,Ineficiente
544,False,17,Comércio,6,Ineficiente
365,True,5,Apartamento,3,Moderado
344,True,13,Comércio,5,Ineficiente
399,False,11,Apartamento,10,Moderado
455,True,7,Casa,2,Ineficiente
168,True,7,Casa,5,Eficiente
282,True,13,Casa,5,Moderado
413,False,14,Casa,7,Moderado
301,True,6,Apartamento,4,Moderado
120,False,11,Apartamento,11,Moderado
147,False,10,Comércio,6,Eficiente
593,False,14,Casa,9,Ineficiente
677,False,6,Apartamento,4,Moderado
206,True,6,Comércio,11,Moderado
334,True,4,Comércio,6,Moderado
95,False,11,Casa,9,Moderado
556,True,5,Apartamento,10,Ineficiente
141,True,6,Casa,1,Eficiente
511,True,16,Casa,8,Ineficiente
347,False,9,Casa,1,Eficiente
114,True,12,Apartamento,4,Moderado
655,True,10,Apartamento,3,Ineficiente
573,False,10,Apartamento,4,Moderado
641,False,6,Comércio,7,Ineficiente
548,True,17,Casa,9,Ineficiente
404,True,9,Apartamento,9,Moderado
383,False,12,Apartamento,10,Moderado
355,False,3,Casa,1,Eficiente
280,False,8,Apartamento,10,Eficiente
524,True,8,Casa,1,Ineficiente
403,True,8,Comércio,9,Ineficiente
114,False,14,Casa,4,Eficiente
561,False,4,Casa,3,Moderado
559,True,10,Apartamento,9,Ineficiente
144,True,16,Casa,5,Moderado
87,False,17,Casa,6,Eficiente
380,True,17,Casa,1,Moderado
422,True,7,Casa,1,Moderado
510,True,7,Apartamento,7,Ineficiente
503,True,4,Apartamento,10,Ineficiente
411,True,6,Apartamento,8,Moderado
517,False,14,Apartamento,11,Ineficiente
667,True,11,Casa,8,Ineficiente
253,True,11,Casa,7,Moderado
638,True,8,Apartamento,11,Ineficiente
606,True,13,Comércio,9,Ineficiente
105,True,17,Casa,1,Moderado
684,True,11,Casa,2,Ineficiente
485,False,6,Apartamento,3,Moderado
311,True,17,Apartamento,5,Moderado
612,True,13,Apartamento,4,Ineficiente
629,True,3,Casa,4,Ineficiente
584,True,4,Apartamento,8,Ineficiente
258,False,15,Casa,8,Moderado
211,True,3,Apartamento,11,Moderado
534,False,10,Apartamento,7,Ineficiente
427,True,11,Apartamento,1,Moderado
619,False,12,Casa,10,Ineficiente
485,True,14,Comércio,4,Ineficiente
155,False,8,Comércio,1,Eficiente
658,True,4,Apartamento,11,Ineficiente
571,True,8,Casa,5,Ineficiente
273,False,11,Casa,3,Eficiente
241,False,14,Comércio,3,Eficiente
426,True,5,Apartamento,4,Moderado
440,True,11,Comércio,2,Ineficiente
663,True,4,Casa,7,Ineficiente
166,False,13,Casa,4,Eficiente
341,True,7,Comércio,5,Moderado
293,True,13,Apartamento,2,Moderado
652,False,4,Casa,6,Moderado
341,False,9,Casa,9,Moderado
362,False,13,Apartamento,8,Moderado
546,False,12,Casa,8,Ineficiente
459,False,17,Apartamento,2,Ineficiente
441,True,11,Casa,4,Moderado
528,True,9,Apartamento,8,Ineficiente
520,False,14,Casa,11,Ineficiente
172,True,7,Comércio,1,Eficiente
503,False,17,Casa,8,Ineficiente
221,True,6,Apartamento,3,Eficiente
370,True,14,Casa,8,Ineficiente
511,False,6,Apartamento,6,Moderado
128,False,17,Comércio,7,Moderado
381,True,12,Apartamento,2,Moderado
269,False,10,Apartamento,1,Eficiente
215,False,12,Apartamento,6,Eficiente
634,True,15,Apartamento,3,Ineficiente
483,True,12,Comércio,4,Ineficiente
681,False,16,Comércio,9,Ineficiente
420,False,12,Casa,3,Moderado
397,True,12,Comércio,2,Ineficiente
697,False,12,Casa,2,Ineficiente
442,False,3,Casa,2,Eficiente
461,True,7,Casa,6,Ineficiente
312,False,16,Casa,2,Moderado
423,True,4,Apartamento,11,Moderado
628,True,15,Comércio,7,Ineficiente
632,False,13,Apartamento,7,Ineficiente
608,False,11,Apartamento,7,Ineficiente
650,False,9,Apartamento,2,Moderado
262,True,12,Apartamento,7,Moderado
120,True,10,Casa,10,Moderado
630,True,8,Apartamento,8,Ineficiente
476,True,11,Apartamento,8,Ineficiente
573,True,8,Apartamento,2,Ineficiente
412,False,9,Apartamento,5,Eficiente
206,True,9,Comércio,6,Eficiente
637,False,11,Casa,9,Ineficiente
636,True,13,Casa,6,Ineficiente
80,False,10,Apartamento,10,Eficiente
247,True,15,Apartamento,6,Moderado
699,True,3,Comércio,10,Ineficiente
98,True,6,Casa,10,Moderado
411,True,9,Casa,6,Moderado
663,False,13,Comércio,9,Ineficiente
535,True,10,Apartamento,10,Ineficiente
188,False,9,Apartamento,7,Eficiente
347,False,14,Casa,1,Moderado
524,False,5,Casa,1,Moderado
319,True,17,Apartamento,4,Moderado
380,False,6,Casa,2,Eficiente
681,True,14,Comércio,3,Ineficiente
182,True,9,Apartamento,7,Moderado
329,False,10,Casa,7,Moderado
532,False,9,Apartamento,3,Moderado
599,True,8,Apartamento,2,Ineficiente
232,True,11,Casa,1,Moderado
253,True,11,Casa,9,Moderado
422,True,13,Casa,10,Ineficiente
510,True,15,Apartamento,3,Ineficiente
403,False,9,Apartamento,9,Moderado
499,False,10,Apartamento,4,Moderado
673,False,8,Apartamento,10,Ineficiente
564,True,3,Apartamento,6,Ineficiente
491,False,3,Apartamento,7,Ineficiente
163,False,8,Apartamento,10,Eficiente
192,False,4,Casa,6,Eficiente
411,True,16,Comércio,1,Ineficiente
457,True,10,Apartamento,6,Ineficiente
120,True,3,Apartamento,11,Moderado
184,False,15,Apartamento,6,Eficiente
281,False,4,Casa,5,Eficiente
529,False,10,Apartamento,3,Moderado
345,True,14,Casa,10,Ineficiente
289,True,8,Apartamento,3,Eficiente
642,True,14,Apartamento,11,Ineficiente
197,True,12,Apartamento,10,Moderado
456,True,4,Apartamento,7,Ineficiente
630,False,4,Apartamento,8,Ineficiente
619,True,13,Casa,3,Ineficiente
163,False,16,Comércio,3,Eficiente
533,True,9,Apartamento,7,Ineficiente
593,True,7,Apartamento,10,Ineficiente
684,True,7,Casa,7,Ineficiente
466,False,10,Apartamento,11,Ineficiente
429,True,14,Casa,9,Ineficiente
375,False,14,Apartamento,6,Moderado
337,True,9,Casa,7,Moderado
160,False,14,Apartamento,11,Moderado
347,False,16,Apartamento,10,Moderado
498,True,11,Casa,1,Ineficiente
314,False,6,Apartamento,7,Moderado
390,True,12,Comércio,2,Ineficiente
436,False,6,Casa,7,Moderado
292,True,4,Apartamento,3,Eficiente
653,True,5,Casa,9,Ineficiente
128,False,3,Casa,5,Eficiente
206,False,3,Casa,7,Eficiente
302,True,9,Apartamento,8,Moderado
358,False,16,Casa,2,Moderado
487,True,16,Comércio,11,Ineficiente
584,True,7,Apartamento,1,Ineficiente
373,False,5,Casa,7,Moderado
356,True,9,Apartamento,6,Moderado
517,True,16,Casa,6,Ineficiente
186,False,4,Apartamento,2,Eficiente
499,True,5,Casa,3,Ineficiente
690,False,3,Casa,4,Moderado
508,True,10,Apartamento,3,Ineficiente
454,True,4,Comércio,2,Ineficiente
152,True,17,Casa,3,Moderado
109,False,9,Apartamento,6,Eficiente
267,False,13,Casa,9,Moderado
443,True,11,Apartamento,4,Moderado
530,True,8,Apartamento,6,Ineficiente
274,False,4,Casa,1,Eficiente
235,True,4,Casa,6,Eficiente
251,False,11,Casa,3,Eficiente
120,True,12,Casa,9,Moderado
142,False,10,Casa,4,Eficiente
102,True,16,Apartamento,7,Moderado
439,False,16,Comércio,4,Moderado
154,False,16,Casa,11,Moderado
639,True,11,Apartamento,6,Ineficiente
197,True,6,Apartamento,7,Moderado
691,False,6,Comércio,2,Moderado
459,False,17,Apartamento,10,Ineficiente
369,True,17,Apartamento,6,Moderado
519,True,4,Apartamento,8,Ineficiente
86,False,16,Casa,6,Eficiente
275,True,12,Casa,2,Moderado
500,False,3,Casa,4,Moderado
647,True,12,Casa,1,Ineficiente
272,False,15,Apartamento,7,Moderado
638,False,6,Casa,8,Ineficiente
227,False,12,Apartamento,10,Moderado
281,True,12,Casa,2,Moderado
523,False,13,Comércio,10,Ineficiente
498,True,10,Comércio,5,Ineficiente
506,False,4,Casa,11,Ineficiente
558,True,15,Casa,8,Ineficiente
554,True,14,Apartamento,11,Ineficiente
205,False,13,Casa,8,Moderado
474,True,10,Casa,5,Ineficiente
655,False,3,Casa,8,Ineficiente
404,False,17,Comércio,6,Moderado
471,False,3,Comércio,5,Moderado
519,True,6,Apartamento,11,Ineficiente
283,True,9,Apartamento,4,Eficiente
565,False,11,Comércio,5,Ineficiente
110,True,7,Comércio,4,Eficiente
467,True,4,Comércio,1,Ineficiente
513,True,14,Casa,3,Ineficiente
455,True,9,Casa,8,Ineficiente
423,False,13,Apartamento,7,Moderado
522,True,4,Apartamento,7,Ineficiente
658,False,11,Casa,11,Ineficiente
154,True,11,Casa,3,Moderado
636,True,5,Comércio,9,Ineficiente
234,True,15,Comércio,6,Moderado
509,True,10,Casa,8,Ineficiente
442,True,13,Comércio,8,Ineficiente
527,False,6,Apartamento,3,Moderado
313,True,5,Apartamento,4,Moderado
642,True,3,Casa,6,Ineficiente
341,True,7,Casa,2,Moderado
204,True,15,Casa,11,Moderado
324,False,16,Apartamento,7,Moderado
621,True,13,Apartamento,2,Ineficiente
564,True,6,Casa,11,Ineficiente
201,True,3,Comércio,5,Eficiente
204,False,12,Casa,4,Eficiente
628,True,10,Casa,9,Ineficiente
249,False,10,Apartamento,2,Eficiente
203,True,15,Apartamento,7,Moderado
114,False,10,Casa,7,Eficiente
166,False,5,Apartamento,7,Eficiente
280,False,8,Apartamento,1,Eficiente
448,True,14,Apartamento,8,Ineficiente
156,True,14,Apartamento,2,Moderado
138,True,9,Casa,5,Eficiente
510,True,11,Apartamento,2,Ineficiente
579,True,7,Comércio,5,Ineficiente
188,True,11,Casa,7,Moderado
357,False,8,Casa,6,Eficiente
147,True,12,Comércio,5,Moderado
148,True,12,Casa,4,Moderado
244,True,12,Apartamento,8,Moderado
568,False,6,Comércio,11,Ineficiente
384,True,15,Casa,8,Ineficiente
444,False,3,Casa,1,Eficiente
458,True,3,Comércio,10,Ineficiente
422,True,16,Comércio,2,Ineficiente
633,True,12,Apartamento,3,Ineficiente
433,True,7,Apartamento,1,Moderado
495,False,15,Apartamento,11,Ineficiente
188,False,16,Apartamento,3,Eficiente
642,True,5,Casa,10,Ineficiente
576,False,7,Casa,8,Ineficiente
420,True,7,Apartamento,4,Moderado
462,False,3,Comércio,7,Ineficiente
612,False,16,Comércio,7,Ineficiente
379,True,10,Comércio,11,Ineficiente
218,True,7,Comércio,5,Eficiente
438,True,7,Apartamento,1,Moderado
578,False,11,Casa,10,Ineficiente
464,True,10,Apartamento,4,Ineficiente
683,False,15,Apartamento,7,Ineficiente
359,False,3,Apartamento,5,Eficiente
562,True,5,Casa,2,Ineficiente
190,True,14,Comércio,8,Ineficiente
218,False,9,Apartamento,2,Eficiente
514,True,3,Casa,11,Ineficiente
588,False,3,Apartamento,8,Ineficiente
352,True,7,Apartamento,11,Moderado
178,True,11,Casa,2,Moderado
183,True,8,Apartamento,11,Moderado
293,False,12,Casa,5,Eficiente
244,True,4,Casa,4,Eficiente
599,False,13,Casa,1,Ineficiente
363,True,11,Apartamento,8,Ineficiente
596,False,8,Comércio,10,Ineficiente
692,False,7,Apartamento,3,Moderado
243,True,7,Comércio,4,Eficiente
143,False,17,Casa,4,Eficiente
170,True,14,Casa,5,Moderado
196,True,5,Apartamento,3,Eficiente
346,True,16,Casa,9,Ineficiente
638,False,8,Apartamento,4,Moderado
219,False,17,Apartamento,10,Moderado
325,False,17,Comércio,11,Ineficiente
474,True,15,Casa,11,Ineficiente
566,False,6,Apartamento,4,Moderado
555,True,15,Apartamento,6,Ineficiente
596,False,14,Casa,8,Ineficiente
263,True,12,Apartamento,7,Moderado
99,False,16,Casa,4,Eficiente
637,False,17,Casa,4,Ineficiente
603,False,4,Casa,5,Moderado
661,False,15,Casa,10,Ineficiente
608,True,5,Apartamento,5,Ineficiente
226,False,11,Casa,1,Eficiente
383,True,13,Casa,8,Ineficiente
699,False,13,Casa,10,Ineficiente
661,False,11,Casa,5,Ineficiente
307,False,8,Casa,3,Eficiente
181,True,12,Casa,3,Moderado
666,True,12,Apartamento,4,Ineficiente
496,True,16,Apartamento,7,Ineficiente
295,False,11,Apartamento,5,Eficiente
486,True,6,Apartamento,1,Ineficiente
